1106.000000, 3.982
1120.000000, 4.042
1138.000000, 4.120
1150.000000, 4.173
1172.000000, 4.271
1180.000000, 4.307
1206.000000, 4.426
1220.000000, 4.490
1241.000000, 4.587
1250.000000, 4.629
1265.000000, 4.699
1280.000000, 4.769
1315.000000, 4.932
1320.000000, 4.956
1340.000000, 5.050
1360.000000, 5.144
1380.000000, 5.238
1400.000000, 5.333
1430.000000, 5.475
1450.000000, 5.571
1475.000000, 5.691
1500.000000, 5.812
1525.000000, 5.934
1550.000000, 6.058
1575.000000, 6.183
1600.000000, 6.310
1625.000000, 6.439
1650.000000, 6.571
1675.000000, 6.705
1700.000000, 6.842
1725.000000, 6.983
1750.000000, 7.127
1775.000000, 7.274
1800.000000, 7.426
1825.000000, 7.582
1850.000000, 7.741
1875.000000, 7.905
1900.000000, 8.073
1925.000000, 8.245
1950.000000, 8.420
1975.000000, 8.598
2000.000000, 8.779
2030.000000, 8.998
2060.000000, 9.219
2090.000000, 9.441
2120.000000, 9.662
2140.000000, 9.809
2180.000000, 10.098
2200.000000, 10.240
2240.000000, 10.518
2270.000000, 10.720
2300.000000, 10.915
2330.000000, 11.103
2360.000000, 11.284
2400.000000, 11.513
2430.000000, 11.676
2470.000000, 11.879
2500.000000, 12.022
2540.000000, 12.199
2580.000000, 12.361
2620.000000, 12.508
2650.000000, 12.609
2690.000000, 12.729
2720.000000, 12.810
2760.000000, 12.904
2800.000000, 12.983
2850.000000, 13.060
2900.000000, 13.114
2950.000000, 13.145
3000.000000, 13.153
3040.000000, 13.143
3070.000000, 13.127
3110.000000, 13.093
3150.000000, 13.047
3200.000000, 12.973
3250.000000, 12.882
3300.000000, 12.776
3350.000000, 12.657
3400.000000, 12.527
3450.000000, 12.387
3500.000000, 12.239
3550.000000, 12.085
3600.000000, 11.926
3650.000000, 11.764
3700.000000, 11.599
3750.000000, 11.433
3820.000000, 11.199
3870.000000, 11.033
3950.000000, 10.770
4000.000000, 10.608
4060.000000, 10.416
4120.000000, 10.229
